Latitude,Longitude,SA2_code_2021,SA3_code_2021,State_name_2021,SA2_name_2021,SA3_name_2021,SA4_name_2021,GCCSA_name_2021
-37.6746,144.88995,210051245.0,21005.0,Victoria,Gladstone Park - Westmeadows,Tullamarine - Broadmeadows,Melbourne - North West,Greater Melbourne
-28.953878947368423,152.75125614035088,112021245.0,11202.0,New South Wales,Casino Surrounds,Richmond Valley - Hinterland,Richmond - Tweed,Rest of NSW
-28.65392222222222,153.57368888888888,112011238.0,11201.0,New South Wales,Bangalow,Richmond Valley - Coastal,Richmond - Tweed,Rest of NSW
-33.77697142857143,150.89734285714286,116011561.0,11601.0,New South Wales,Blacktown - West,Blacktown,Sydney - Blacktown,Greater Sydney
-36.31613333333333,142.0377,215011390.0,21501.0,Victoria,Nhill Region,Grampians,North West,Rest of Vic.
-35.424060000000004,149.2114,101021611.0,10102.0,New South Wales,Queanbeyan Surrounds,Queanbeyan,Capital Region,Rest of NSW
-27.59235384615385,152.09702307692308,317011451.0,31701.0,Queensland,Lockyer Valley - West,Toowoomba,Toowoomba,Rest of Qld
-37.789249999999996,145.27785,211031451.0,21103.0,Victoria,Croydon - West,Maroondah,Melbourne - Outer East,Greater Melbourne
-37.701033333333335,144.89243333333332,210051245.0,21005.0,Victoria,Gladstone Park - Westmeadows,Tullamarine - Broadmeadows,Melbourne - North West,Greater Melbourne
-33.88115,151.21535,117031336.0,11703.0,New South Wales,Surry Hills,Sydney Inner City,Sydney - City and Inner South,Greater Sydney
-30.92467272727273,150.19408181818181,110041200.0,11004.0,New South Wales,Gunnedah Surrounds,Tamworth - Gunnedah,New England and North West,Rest of NSW
-32.60273150684932,149.66088356164386,103031074.0,10303.0,New South Wales,Mudgee Surrounds - West,Lithgow - Mudgee,Central West,Rest of NSW
-31.25462,115.81478999999999,509021239.0,50902.0,Western Australia,Gingin - Dandaragan,Wheat Belt - North,Western Australia - Wheat Belt,Rest of WA
-33.8224,151.2128,121041413.0,12104.0,New South Wales,Cremorne - Cammeray,North Sydney - Mosman,Sydney - North Sydney and Hornsby,Greater Sydney
-27.35411607142857,152.54495892857145,310021278.0,31002.0,Queensland,Esk,Ipswich Hinterland,Ipswich,Greater Brisbane
-31.84638,115.76088,505011082.0,50501.0,Western Australia,Sorrento - Marmion,Joondalup,Perth - North West,Greater Perth
-33.2113,151.53917777777778,102021045.0,10202.0,New South Wales,Blue Haven - San Remo,Wyong,Central Coast,Greater Sydney
-27.3552,152.98149999999998,314011382.0,31401.0,Queensland,Albany Creek,The Hills District,Moreton Bay - South,Greater Brisbane
-37.03991428571429,141.33577142857143,215011393.0,21501.0,Victoria,West Wimmera,Grampians,North West,Rest of Vic.
-37.79005,144.92295000000001,206041121.0,20604.0,Victoria,Kensington (Vic.),Melbourne City,Melbourne - Inner,Greater Melbourne
-31.9529,115.8605,503021297.0,50302.0,Western Australia,Perth (West) - Northbridge,Perth City,Perth - Inner,Greater Perth
-32.77265,152.07776666666666,106031119.0,10603.0,New South Wales,Anna Bay,Port Stephens,Hunter Valley exc Newcastle,Rest of NSW
-28.039014285714284,153.42504285714287,309011228.0,30901.0,Queensland,Mermaid Waters,Broadbeach - Burleigh,Gold Coast,Rest of Qld
-37.265976190476195,142.96460000000002,215011386.0,21501.0,Victoria,Ararat,Grampians,North West,Rest of Vic.
-27.38495,153.0266,302021028.0,30202.0,Queensland,Chermside,Chermside,Brisbane - North,Greater Brisbane
-21.211861290322577,148.91246129032257,312021351.0,31202.0,Queensland,Pioneer Valley,Mackay,Mackay - Isaac - Whitsunday,Rest of Qld
-33.38190294117647,151.2704705882353,102011030.0,10201.0,New South Wales,Calga - Kulnura,Gosford,Central Coast,Greater Sydney
-32.35942,117.1831,509031246.0,50903.0,Western Australia,Brookton,Wheat Belt - South,Western Australia - Wheat Belt,Rest of WA
-37.567600000000006,144.93716,210051445.0,21005.0,Victoria,Mickleham - Yuroke,Tullamarine - Broadmeadows,Melbourne - North West,Greater Melbourne
-36.617416666666664,144.01323333333332,202031033.0,20203.0,Victoria,Loddon,Loddon - Elmore,Bendigo,Rest of Vic.
-34.097415789473686,150.81231578947367,123021436.0,12302.0,New South Wales,Bradbury - Wedderburn,Campbelltown (NSW),Sydney - Outer South West,Greater Sydney
-27.790925,153.01454999999999,311041569.0,31104.0,Queensland,Greenbank - North Maclean,Jimboomba,Logan - Beaudesert,Greater Brisbane
-31.902549999999998,116.16725,504021053.0,50402.0,Western Australia,Mundaring,Mundaring,Perth - North East,Greater Perth
-37.639,145.1334,209031213.0,20903.0,Victoria,Plenty - Yarrambat,Nillumbik - Kinglake,Melbourne - North East,Greater Melbourne
-37.9138,145.28789999999998,211011255.0,21101.0,Victoria,Lysterfield,Knox,Melbourne - Outer East,Greater Melbourne
-37.87213333333333,144.76943333333332,213021342.0,21302.0,Victoria,Altona Meadows,Hobsons Bay,Melbourne - West,Greater Melbourne
-38.05605172413793,146.21683448275863,205011077.0,20501.0,Victoria,Mount Baw Baw Region,Baw Baw,Latrobe - Gippsland,Rest of Vic.
-31.6431,115.6965,505031099.0,50503.0,Western Australia,Butler - Merriwa - Ridgewood,Wanneroo,Perth - North West,Greater Perth
-38.13068333333333,144.2822,203021040.0,20302.0,Victoria,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
-37.5895,143.827,201011484.0,20101.0,Victoria,Sebastopol - Redan,Ballarat,Ballarat,Rest of Vic.
-37.8771,145.053,208041195.0,20804.0,Victoria,Malvern East,Stonnington - East,Melbourne - Inner South,Greater Melbourne
-36.266133333333336,141.0725,215011390.0,21501.0,Victoria,Nhill Region,Grampians,North West,Rest of Vic.
-33.52180357142857,150.83611428571427,115031300.0,11503.0,New South Wales,Kurrajong Heights - Ebenezer,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney
-27.913959999999996,153.26628,309071556.0,30907.0,Queensland,Upper Coomera (South) - Wongawallan,Ormeau - Oxenford,Gold Coast,Rest of Qld
-19.25462,146.81827333333334,318021490.0,31802.0,Queensland,Townsville City - North Ward,Townsville,Townsville,Rest of Qld
-38.03183333333333,144.44650000000001,203021043.0,20302.0,Victoria,Lara,Geelong,Geelong,Rest of Vic.
-37.8923,143.0238,217041477.0,21704.0,Victoria,Moyne - East,Warrnambool,Warrnambool and South West,Rest of Vic.
-37.73767142857143,145.01565714285715,209021428.0,20902.0,Victoria,Preston - East,Darebin - North,Melbourne - North East,Greater Melbourne
-33.8126,151.0584,125021477.0,12502.0,New South Wales,Ermington - Rydalmere,Carlingford,Sydney - Parramatta,Greater Sydney
-38.258894444444444,143.21762222222222,217031474.0,21703.0,Victoria,Corangamite - North,Colac - Corangamite,Warrnambool and South West,Rest of Vic.
-35.32146666666667,149.14776666666668,801061064.0,80106.0,Australian Capital Territory,Griffith (ACT),South Canberra,Australian Capital Territory,Australian Capital Territory
-34.303125,150.603925,123031445.0,12303.0,New South Wales,Bargo,Wollondilly,Sydney - Outer South West,Greater Sydney
-38.57909166666666,145.58125833333335,205031093.0,20503.0,Victoria,Wonthaggi - Inverloch,Gippsland - South West,Latrobe - Gippsland,Rest of Vic.
-37.8943,145.2279,211011254.0,21101.0,Victoria,Knoxfield - Scoresby,Knox,Melbourne - Outer East,Greater Melbourne
-33.869225,151.04615,125011586.0,12501.0,New South Wales,Lidcombe,Auburn,Sydney - Parramatta,Greater Sydney
-28.864266666666666,153.53642666666667,112011236.0,11201.0,New South Wales,Ballina,Richmond Valley - Coastal,Richmond - Tweed,Rest of NSW
-37.48163684210527,141.30762631578946,217011420.0,21701.0,Victoria,Glenelg (Vic.),Glenelg - Southern Grampians,Warrnambool and South West,Rest of Vic.
-33.83005,151.15485,,,,,,,
-33.85755,150.974675,125031487.0,12503.0,New South Wales,Yennora Industrial,Merrylands - Guildford,Sydney - Parramatta,Greater Sydney
-27.5153,153.0133,303021059.0,30302.0,Queensland,Yeronga,Holland Park - Yeronga,Brisbane - South,Greater Brisbane
-33.809999999999995,150.96308888888888,125041589.0,12504.0,New South Wales,Wentworthville - Westmead,Parramatta,Sydney - Parramatta,Greater Sydney
-38.129275,145.26974166666668,212031303.0,21203.0,Victoria,Cranbourne South,Casey - South,Melbourne - South East,Greater Melbourne
-37.55260983606557,143.84362459016396,201011002.0,20101.0,Victoria,Ballarat,Ballarat,Ballarat,Rest of Vic.
-38.02395833333333,141.51816666666664,217011420.0,21701.0,Victoria,Glenelg (Vic.),Glenelg - Southern Grampians,Warrnambool and South West,Rest of Vic.
-32.63415,151.36749,106011107.0,10601.0,New South Wales,Branxton - Greta - Pokolbin,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW
-29.736508,151.83022799999998,110021190.0,11002.0,New South Wales,Glen Innes,Inverell - Tenterfield,New England and North West,Rest of NSW
-35.20997692307692,149.03596153846155,801011017.0,80101.0,Australian Capital Territory,Latham,Belconnen,Australian Capital Territory,Australian Capital Territory
-33.905,151.05053333333333,119011655.0,11901.0,New South Wales,Greenacre - North,Bankstown,Sydney - Inner South West,Greater Sydney
-37.8596,144.743,213051363.0,21305.0,Victoria,Laverton,Wyndham,Melbourne - West,Greater Melbourne
-36.7617,144.24665555555555,202011022.0,20201.0,Victoria,Kangaroo Flat - Golden Square,Bendigo,Bendigo,Rest of Vic.
-42.57766458333334,146.78227083333334,603011065.0,60301.0,Tasmania,Central Highlands,Central Highlands (Tas.),South East,Rest of Tas.
-33.7684,151.08345,126011720.0,12601.0,New South Wales,Epping (East) - North Epping,Pennant Hills - Epping,Sydney - Ryde,Greater Sydney
-37.82675,144.95305000000002,206041508.0,20604.0,Victoria,Southbank (West) - South Wharf,Melbourne City,Melbourne - Inner,Greater Melbourne
-34.31794375,146.01730625,113011257.0,11301.0,New South Wales,Griffith Surrounds,Griffith - Murrumbidgee (West),Riverina,Rest of NSW
-27.694466666666667,153.19453333333334,311051325.0,31105.0,Queensland,Loganholme - Tanah Merah,Loganlea - Carbrook,Logan - Beaudesert,Greater Brisbane
-34.0904,142.05275,109021178.0,10902.0,New South Wales,Wentworth - Buronga,Lower Murray,Murray,Rest of NSW
-33.90923333333333,151.19403333333332,117031330.0,11703.0,New South Wales,Erskineville - Alexandria,Sydney Inner City,Sydney - City and Inner South,Greater Sydney
-37.95205,147.721725,205051100.0,20505.0,Victoria,Longford - Loch Sport,Wellington,Latrobe - Gippsland,Rest of Vic.
-33.8936,151.25220000000002,118011341.0,11801.0,New South Wales,Bondi Junction - Waverly,Eastern Suburbs - North,Sydney - Eastern Suburbs,Greater Sydney
-33.88385,151.1646,120021675.0,12002.0,New South Wales,Leichhardt,Leichhardt,Sydney - Inner West,Greater Sydney
-37.92215,145.18855,212051327.0,21205.0,Victoria,Wheelers Hill,Monash,Melbourne - South East,Greater Melbourne
